AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month
A762652,2017-11-22 12:55:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Pit Bull Mix,medium,2017-11-27 18:56:00,2017-09-15 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,11
A712713,2015-09-27 11:00:00,Stray,Normal,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,light,2015-11-29 17:24:00,2015-09-19 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,9
A773406,2018-05-31 16:13:00,Stray,Normal,Cat,Unknown,0.057692307692307696,Domestic Shorthair Mix,dark,2018-05-31 18:13:00,2018-05-10 00:00:00,Unknown,0.057692307692307696,0.0,2018,5
A751371,2017-06-07 11:55:00,Stray,Normal,Cat,Neutered Male,9.0,Domestic Shorthair,medium,2017-09-05 10:23:00,2007-07-14 00:00:00,Neutered Male,10.0,0.0,2017,6
A743620,2017-03-24 13:44:00,Owner Surrender,Normal,Cat,Neutered Male,2.0,Siamese Mix,light,2017-03-24 19:13:00,2015-02-13 00:00:00,Neutered Male,2.0,0.0,2017,3
A697475,2015-02-24 14:32:00,Stray,Sick,Dog,Intact Female,14.0,Dachshund Mix,medium,2015-03-01 14:53:00,2001-02-24 00:00:00,Intact Female,14.0,1.0,2015,2
A757139,2017-09-02 13:50:00,Public Assist,Normal,Dog,Intact Male,1.0,German Shepherd Mix,dark,2017-09-10 18:26:00,2016-03-02 00:00:00,Neutered Male,1.0,0.0,2017,9
A748917,2017-05-08 14:16:00,Stray,Normal,Dog,Intact Female,1.0,Bull Terrier,dark,2017-05-14 17:59:00,2016-05-08 00:00:00,Spayed Female,1.0,0.0,2017,5
A769204,2018-04-01 12:18:00,Stray,Normal,Livestock,Intact Male,0.4166666666666667,Sheep Mix,dark,2019-03-26 10:32:00,2017-10-01 00:00:00,Intact Male,1.0,0.0,2018,4
A681983,2014-06-22 13:26:00,Stray,Normal,Cat,Spayed Female,8.0,Domestic Shorthair Mix,medium,2014-06-23 09:00:00,2006-06-22 00:00:00,Spayed Female,8.0,0.0,2014,6
A704235,2015-06-02 17:06:00,Stray,Normal,Dog,Intact Male,3.0,Chihuahua Shorthair Mix,medium,2015-07-03 17:12:00,2012-06-02 00:00:00,Neutered Male,3.0,0.0,2015,6
A705495,2015-06-18 11:15:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2015-06-30 12:14:00,2015-04-30 00:00:00,Neutered Male,0.08333333333333333,0.0,2015,6
A758584,2017-09-18 19:08:00,Stray,Normal,Cat,Intact Male,0.019230769230769232,American Shorthair Mix,light,2017-11-26 11:37:00,2017-09-09 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,9
A729276,2016-06-15 14:50:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Plott Hound Mix,dark,2016-06-20 13:33:00,2016-04-15 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,6
A748665,2017-05-05 11:17:00,Wildlife,Injured,Other,Unknown,2.0,Raccoon Mix,dark,2017-05-05 11:42:00,2015-05-05 00:00:00,Unknown,2.0,1.0,2017,5
A755329,2017-08-01 15:29:00,Stray,Normal,Dog,Intact Male,2.0,Australian Kelpie Mix,dark,2017-08-05 17:18:00,2015-08-01 00:00:00,Neutered Male,2.0,0.0,2017,8
A771739,2018-05-08 11:22:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,light,2018-06-23 19:00:00,2018-04-13 00:00:00,Neutered Male,0.16666666666666666,0.0,2018,5
A774431,2018-06-15 12:21:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,medium,2018-06-19 18:42:00,2018-03-19 00:00:00,Spayed Female,0.25,0.0,2018,6
A802520,2019-08-19 14:57:00,Owner Surrender,Normal,Cat,Spayed Female,10.0,Domestic Shorthair Mix,light,2019-08-24 12:02:00,2009-08-19 00:00:00,Spayed Female,10.0,0.0,2019,8
A757719,2017-09-05 17:38:00,Stray,Normal,Cat,Intact Male,0.038461538461538464,Domestic Shorthair Mix,light,2017-09-05 18:39:00,2017-08-21 00:00:00,Intact Male,0.038461538461538464,0.0,2017,9
A796750,2019-06-04 19:23:00,Owner Surrender,Normal,Other,Unknown,1.0,Guinea Pig,medium,2019-06-05 00:00:00,2018-06-04 00:00:00,Unknown,1.0,0.0,2019,6
A782393,2018-10-14 14:49:00,Stray,Injured,Cat,Intact Female,0.08333333333333333,Siamese Mix,medium,2018-10-15 10:03:00,2018-09-07 00:00:00,Intact Female,0.08333333333333333,1.0,2018,10
A765528,2018-01-22 10:40:00,Wildlife,Sick,Other,Unknown,1.0,Raccoon Mix,dark,2018-01-22 11:51:00,2017-01-22 00:00:00,Unknown,1.0,1.0,2018,1
A682937,2014-07-05 08:30:00,Stray,Injured,Cat,Intact Female,0.3333333333333333,Domestic Shorthair Mix,dark,2014-07-22 18:43:00,2014-03-05 00:00:00,Spayed Female,0.3333333333333333,0.0,2014,7
A742739,2017-01-27 12:22:00,Owner Surrender,Normal,Dog,Intact Male,1.0,Chinese Crested Mix,dark,2017-01-30 22:38:00,2015-07-27 00:00:00,Neutered Male,1.0,0.0,2017,1
A728908,2016-09-21 10:04:00,Owner Surrender,Normal,Dog,Neutered Male,2.0,Labrador Retriever Mix,dark,2016-11-15 02:51:00,2014-06-10 00:00:00,Neutered Male,2.0,0.0,2016,9
A673089,2014-03-22 16:32:00,Owner Surrender,Normal,Dog,Spayed Female,10.0,Maltese Mix,light,2014-03-23 17:16:00,2004-02-19 00:00:00,Spayed Female,10.0,0.0,2014,3
A783865,2018-11-07 16:55:00,Stray,Normal,Dog,Intact Female,4.0,Staffordshire Mix,dark,2018-12-13 00:00:00,2013-11-13 00:00:00,Intact Female,5.0,0.0,2018,11
A751032,2017-06-03 13:52:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,dark,2017-07-19 13:22:00,2017-04-24 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,6
A776473,2018-07-14 12:27:00,Stray,Normal,Cat,Intact Female,2.0,Domestic Shorthair Mix,dark,2018-07-18 14:39:00,2016-07-14 00:00:00,Intact Female,2.0,0.0,2018,7
A808377,2019-11-07 18:19:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull,dark,2019-11-29 12:23:00,2017-11-07 00:00:00,Spayed Female,2.0,0.0,2019,11
A672563,2014-02-12 16:00:00,Stray,Normal,Dog,Intact Female,4.0,Chihuahua Shorthair Mix,medium,2014-02-13 18:53:00,2010-02-12 00:00:00,Spayed Female,4.0,0.0,2014,2
A756430,2017-08-29 18:16:00,Owner Surrender,Normal,Dog,Neutered Male,0.16666666666666666,Boxer Mix,medium,2017-08-30 15:35:00,2017-06-15 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,8
A775092,2018-07-13 13:10:00,Owner Surrender,Normal,Dog,Neutered Male,0.3333333333333333,German Shepherd/Labrador Retriever,dark,2018-07-14 19:06:00,2018-02-24 00:00:00,Neutered Male,0.3333333333333333,0.0,2018,7
A683412,2014-07-10 10:45:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Siamese Mix,light,2014-07-14 12:35:00,2014-05-10 00:00:00,Intact Male,0.16666666666666666,0.0,2014,7
A697416,2015-02-23 14:53:00,Stray,Normal,Cat,Unknown,2.0,Domestic Shorthair Mix,dark,2015-02-24 09:00:00,2013-02-23 00:00:00,Unknown,2.0,0.0,2015,2
A650538,2015-02-10 14:48:00,Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair Mix,dark,2015-02-12 14:50:00,2012-10-29 00:00:00,Neutered Male,2.0,0.0,2015,2
A801471,2019-08-04 16:04:00,Owner Surrender,Normal,Dog,Intact Male,0.07692307692307693,Pit Bull,medium,2019-08-05 18:18:00,2019-07-04 00:00:00,Intact Male,0.07692307692307693,0.0,2019,8
A469338,2014-05-04 16:22:00,Stray,Normal,Dog,Neutered Male,10.0,Labrador Retriever Mix,dark,2014-05-04 16:53:00,2004-04-25 00:00:00,Neutered Male,10.0,0.0,2014,5
A688705,2014-09-22 15:58:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Shorthair Mix,light,2014-10-04 18:02:00,2014-07-07 00:00:00,Spayed Female,0.16666666666666666,0.0,2014,9
A655759,2016-03-29 11:37:00,Owner Surrender,Normal,Dog,Spayed Female,3.0,Golden Retriever Mix,light,2016-04-30 17:59:00,2013-01-05 00:00:00,Spayed Female,3.0,0.0,2016,3
A725784,2016-05-03 11:12:00,Owner Surrender,Normal,Cat,Neutered Male,4.0,Domestic Medium Hair Mix,medium,2016-05-16 16:07:00,2012-05-03 00:00:00,Neutered Male,4.0,0.0,2016,5
A719481,2016-01-21 11:06:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,light,2016-01-23 16:01:00,2015-11-30 00:00:00,Intact Male,0.08333333333333333,0.0,2016,1
A700786,2015-04-19 15:11:00,Stray,Nursing,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2015-04-19 19:06:00,2015-03-28 00:00:00,Intact Male,0.057692307692307696,0.0,2015,4
A681104,2014-06-12 16:06:00,Stray,Normal,Cat,Spayed Female,7.0,Domestic Longhair Mix,medium,2014-06-13 13:05:00,2007-06-12 00:00:00,Spayed Female,7.0,1.0,2014,6
A676581,2014-04-12 10:45:00,Public Assist,Normal,Dog,Spayed Female,9.0,Miniature Schnauzer Mix,light,2014-04-13 12:22:00,2005-04-12 00:00:00,Spayed Female,9.0,0.0,2014,4
A791458,2019-03-23 13:04:00,Stray,Normal,Cat,Intact Female,0.0,Domestic Shorthair Mix,dark,2019-06-18 12:09:00,2019-03-25 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,3
A714182,2015-10-19 12:35:00,Wildlife,Normal,Other,Unknown,1.0,Skunk,dark,2015-10-19 13:34:00,2014-10-19 00:00:00,Unknown,1.0,1.0,2015,10
A795583,2019-05-22 12:19:00,Stray,Normal,Other,Intact Male,1.0,Rabbit Sh,dark,2019-06-07 18:54:00,2018-05-22 00:00:00,Neutered Male,1.0,0.0,2019,5
A729868,2016-06-24 17:23:00,Stray,Normal,Cat,Intact Female,0.16666666666666666,Domestic Medium Hair Mix,medium,2016-09-30 12:59:00,2016-04-18 00:00:00,Spayed Female,0.4166666666666667,0.0,2016,6
A737980,2016-11-07 17:21:00,Stray,Normal,Dog,Intact Female,0.9166666666666666,Blue Lacy,medium,2016-11-11 19:11:00,2015-12-07 00:00:00,Spayed Female,0.9166666666666666,0.0,2016,11
A810938,2019-12-23 11:56:00,Stray,Normal,Dog,Intact Male,2.0,Smooth Fox Terrier,dark,2019-12-31 16:16:00,2017-12-23 00:00:00,Neutered Male,2.0,0.0,2019,12
A757119,2017-08-30 13:30:00,Public Assist,Normal,Dog,Spayed Female,8.0,Labrador Retriever Mix,dark,2017-10-13 11:27:00,2009-08-30 00:00:00,Spayed Female,8.0,0.0,2017,8
A705186,2015-06-14 13:48:00,Stray,Nursing,Cat,Unknown,0.038461538461538464,Domestic Shorthair Mix,light,2015-06-14 14:31:00,2015-05-30 00:00:00,Unknown,0.038461538461538464,0.0,2015,6
A689346,2014-10-02 14:23:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Medium Hair Mix,light,2014-10-13 14:54:00,2014-08-26 00:00:00,Intact Male,0.08333333333333333,0.0,2014,10
A766386,2018-02-08 11:05:00,Stray,Normal,Dog,Intact Male,1.0,Labrador Retriever Mix,dark,2018-02-08 17:06:00,2017-02-08 00:00:00,Intact Male,1.0,0.0,2018,2
A693399,2014-12-07 12:16:00,Stray,Normal,Dog,Spayed Female,13.0,Pit Bull/Chinese Sharpei,dark,2014-12-07 15:40:00,2001-12-07 00:00:00,Spayed Female,13.0,0.0,2014,12
A789048,2019-02-14 11:12:00,Public Assist,Normal,Dog,Intact Female,1.0,Australian Shepherd/Labrador Retriever,dark,2019-02-21 12:11:00,2017-11-13 00:00:00,Intact Female,1.0,0.0,2019,2
A675620,2014-03-30 12:11:00,Stray,Normal,Dog,Intact Female,4.0,Golden Retriever/Chow Chow,medium,2014-04-18 12:49:00,2010-03-30 00:00:00,Spayed Female,4.0,0.0,2014,3
A779802,2018-09-05 17:38:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2018-09-10 14:34:00,2017-09-05 00:00:00,Intact Female,1.0,0.0,2018,9
A781285,2018-09-26 18:11:00,Stray,Normal,Cat,Neutered Male,2.0,Domestic Shorthair Mix,dark,2018-09-30 17:46:00,2016-03-08 00:00:00,Neutered Male,2.0,0.0,2018,9
A695618,2015-01-19 12:02:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2015-01-23 17:12:00,2014-11-19 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,1
A745971,2017-03-27 12:00:00,Stray,Normal,Dog,Intact Female,2.0,Basset Hound Mix,dark,2017-04-10 17:09:00,2015-03-27 00:00:00,Intact Female,2.0,0.0,2017,3
A679606,2014-05-23 16:18:00,Stray,Nursing,Dog,Intact Male,0.08333333333333333,Pit Bull Mix,dark,2014-05-23 16:24:00,2014-04-17 00:00:00,Intact Male,0.08333333333333333,0.0,2014,5
A793140,2019-04-20 11:44:00,Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,dark,2019-04-27 12:52:00,2017-04-20 00:00:00,Spayed Female,2.0,0.0,2019,4
A743388,2017-02-09 14:23:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,light,2017-03-26 16:48:00,2016-02-09 00:00:00,Spayed Female,1.0,0.0,2017,2
A768030,2018-03-11 16:06:00,Stray,Normal,Dog,Spayed Female,7.0,Maltese,light,2018-03-13 09:21:00,2010-09-11 00:00:00,Spayed Female,7.0,0.0,2018,3
A767249,2018-02-25 16:34:00,Stray,Normal,Dog,Intact Male,1.0,Chihuahua Longhair Mix,dark,2018-03-01 18:19:00,2017-02-25 00:00:00,Neutered Male,1.0,0.0,2018,2
A767731,2018-09-06 11:19:00,Owner Surrender,Normal,Dog,Neutered Male,0.5,Jack Russell Terrier Mix,light,2018-09-08 16:49:00,2018-03-03 00:00:00,Neutered Male,0.5,0.0,2018,9
A722965,2019-01-19 16:03:00,Owner Surrender,Other,Cat,Neutered Male,4.0,Domestic Shorthair Mix,dark,2019-04-27 15:24:00,2014-03-24 00:00:00,Neutered Male,5.0,0.0,2019,1
A752104,2017-11-24 13:44:00,Owner Surrender,Normal,Dog,Neutered Male,1.0,Labrador Retriever Mix,light,2017-12-09 12:06:00,2016-06-18 00:00:00,Neutered Male,1.0,0.0,2017,11
A781171,2018-09-25 13:03:00,Stray,Normal,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,light,2018-09-26 09:43:00,2018-09-18 00:00:00,Unknown,0.019230769230769232,0.0,2018,9
A732600,2016-08-10 13:39:00,Public Assist,Normal,Dog,Intact Male,4.0,Dachshund Mix,medium,2016-08-18 11:33:00,2012-08-10 00:00:00,Intact Male,4.0,0.0,2016,8
A670094,2014-01-01 23:40:00,Stray,Normal,Dog,Spayed Female,10.0,German Shepherd/Australian Cattle Dog,dark,2014-01-04 14:31:00,2004-01-04 00:00:00,Spayed Female,10.0,0.0,2014,1
A769324,2018-04-03 15:38:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2018-04-08 18:47:00,2018-02-03 00:00:00,Neutered Male,0.16666666666666666,0.0,2018,4
A755489,2017-08-03 23:57:00,Stray,Normal,Cat,Unknown,0.08333333333333333,Domestic Shorthair Mix,dark,2017-08-04 13:31:00,2017-06-04 00:00:00,Unknown,0.08333333333333333,0.0,2017,8
A693853,2014-12-15 17:00:00,Stray,Normal,Other,Intact Male,1.0,New Zealand Wht Mix,light,2014-12-30 18:50:00,2013-12-15 00:00:00,Intact Male,1.0,0.0,2014,12
A734935,2016-11-19 14:14:00,Stray,Normal,Dog,Spayed Female,1.0,German Shepherd Mix,dark,2016-11-19 14:51:00,2015-09-15 00:00:00,Spayed Female,1.0,0.0,2016,11
A734519,2016-09-08 08:15:00,Stray,Nursing,Cat,Unknown,0.00821917808219178,Domestic Shorthair Mix,dark,2016-09-08 12:10:00,2016-09-05 00:00:00,Unknown,0.00821917808219178,0.0,2016,9
A676697,2014-04-14 11:44:00,Stray,Normal,Dog,Spayed Female,12.0,Great Pyrenees Mix,light,2014-04-14 16:54:00,2002-04-14 00:00:00,Spayed Female,12.0,0.0,2014,4
A751919,2019-11-21 14:24:00,Owner Surrender,Normal,Dog,Spayed Female,2.0,Labrador Retriever Mix,dark,2019-11-27 14:51:00,2017-05-09 00:00:00,Spayed Female,2.0,0.0,2019,11
A761372,2017-11-03 15:11:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,light,2017-11-19 14:33:00,2016-11-03 00:00:00,Spayed Female,1.0,0.0,2017,11
A718681,2016-01-04 23:21:00,Public Assist,Normal,Dog,Intact Male,2.0,Pit Bull Mix,medium,2016-01-17 16:25:00,2014-01-04 00:00:00,Neutered Male,2.0,0.0,2016,1
A735877,2016-09-30 18:22:00,Stray,Normal,Dog,Intact Male,12.0,Australian Cattle Dog Mix,dark,2016-10-01 14:59:00,2004-10-01 00:00:00,Intact Male,12.0,0.0,2016,9
A708387,2015-07-27 11:48:00,Stray,Normal,Dog,Intact Male,0.16666666666666666,Pembroke Welsh Corgi Mix,dark,2015-07-31 18:00:00,2015-05-05 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,7
A670542,2014-01-09 18:01:00,Stray,Normal,Dog,Intact Male,1.0,Pit Bull Mix,dark,2014-01-10 17:06:00,2012-09-09 00:00:00,Intact Male,1.0,0.0,2014,1
A728304,2016-06-02 19:21:00,Owner Surrender,Nursing,Dog,Intact Male,0.0,Pit Bull Mix,light,2016-06-17 12:40:00,2016-06-02 00:00:00,Intact Male,0.038461538461538464,0.0,2016,6
A677224,2014-04-21 16:21:00,Stray,Normal,Dog,Intact Male,2.0,Chihuahua Longhair Mix,medium,2014-05-04 16:09:00,2012-04-21 00:00:00,Neutered Male,2.0,0.0,2014,4
A744827,2017-03-08 11:58:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2017-04-15 18:45:00,2017-02-11 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,3
A755611,2017-08-06 09:16:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Labrador Retriever Mix,dark,2017-08-08 16:49:00,2017-06-21 00:00:00,Intact Male,0.08333333333333333,0.0,2017,8
A782363,2018-10-14 08:02:00,Stray,Injured,Dog,Neutered Male,3.0,German Shepherd Mix,medium,2018-10-15 11:05:00,2015-10-14 00:00:00,Neutered Male,3.0,0.0,2018,10
A696372,2015-02-03 15:45:00,Wildlife,Normal,Other,Unknown,1.0,Bat,dark,2015-02-04 08:28:00,2014-02-03 00:00:00,Unknown,1.0,1.0,2015,2
A755711,2017-09-06 14:44:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair Mix,dark,2017-09-11 10:09:00,2017-07-06 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,9
A449752,2014-03-09 11:13:00,Public Assist,Normal,Dog,Spayed Female,11.0,Chihuahua Shorthair,medium,2014-03-10 13:59:00,2002-10-12 00:00:00,Spayed Female,11.0,0.0,2014,3
A792385,2019-04-09 18:52:00,Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,German Shepherd Mix,dark,2019-04-12 14:56:00,2019-01-27 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,4
A769892,2018-04-12 10:02:00,Wildlife,Normal,Other,Unknown,2.0,Bat,dark,2018-04-12 10:26:00,2016-04-12 00:00:00,Unknown,2.0,1.0,2018,4
A757423,2017-09-02 12:54:00,Public Assist,Normal,Dog,Intact Female,2.0,Pit Bull Mix,light,2017-09-15 14:19:00,2015-09-02 00:00:00,Intact Female,2.0,0.0,2017,9
A782252,2018-10-12 13:50:00,Owner Surrender,Normal,Cat,Neutered Male,12.0,Domestic Shorthair Mix,dark,2018-12-23 19:08:00,2006-10-12 00:00:00,Neutered Male,12.0,0.0,2018,10
A809582,2019-11-27 11:36:00,Stray,Normal,Dog,Intact Female,1.0,German Shepherd/Labrador Retriever,dark,2019-12-05 19:04:00,2018-11-27 00:00:00,Spayed Female,1.0,0.0,2019,11
A674881,2014-03-19 15:18:00,Stray,Normal,Dog,Intact Male,0.3333333333333333,Miniature Poodle/Miniature Schnauzer,dark,2014-03-23 17:08:00,2013-10-19 00:00:00,Neutered Male,0.4166666666666667,0.0,2014,3
A717835,2015-12-16 11:05:00,Stray,Normal,Dog,Spayed Female,2.0,Chihuahua Shorthair Mix,Tricolor,2015-12-22 09:55:00,2013-06-21 00:00:00,Spayed Female,2.0,0.0,2015,12
A786540,2018-12-27 12:17:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,St. Bernard Rough Coat Mix,Tricolor,2019-01-04 16:56:00,2018-11-02 00:00:00,Spayed Female,0.16666666666666666,0.0,2018,12
A721887,2016-03-06 15:10:00,Stray,Normal,Dog,Intact Female,1.0,Maltese Mix,light,2016-03-10 17:04:00,2015-03-06 00:00:00,Spayed Female,1.0,0.0,2016,3
A743080,2017-02-03 13:28:00,Stray,Normal,Dog,Intact Male,0.3333333333333333,Dachshund/Chihuahua Shorthair,light,2017-02-07 18:34:00,2016-10-03 00:00:00,Neutered Male,0.3333333333333333,0.0,2017,2
A709079,2015-08-04 16:26:00,Owner Surrender,Normal,Cat,Intact Male,0.019230769230769232,Domestic Shorthair Mix,medium,2015-08-09 13:03:00,2015-07-28 00:00:00,Intact Male,0.019230769230769232,1.0,2015,8
A753037,2017-08-17 13:09:00,Owner Surrender,Normal,Cat,Spayed Female,0.16666666666666666,Siamese Mix,light,2017-08-17 18:18:00,2017-05-30 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,8
A772984,2018-05-25 20:02:00,Stray,Sick,Cat,Intact Female,0.07692307692307693,Domestic Shorthair Mix,medium,2018-06-26 16:42:00,2018-04-25 00:00:00,Spayed Female,0.16666666666666666,0.0,2018,5
A755560,2017-08-04 18:47:00,Stray,Normal,Cat,Intact Female,3.0,Domestic Shorthair Mix,medium,2017-08-11 13:40:00,2014-08-05 00:00:00,Intact Female,3.0,0.0,2017,8
A792247,2019-04-08 13:08:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,dark,2019-05-12 18:36:00,2019-03-08 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,4
A802512,2019-10-02 12:03:00,Owner Surrender,Normal,Dog,Spayed Female,2.0,Chihuahua Shorthair Mix,dark,2019-10-06 13:23:00,2017-08-19 00:00:00,Spayed Female,2.0,0.0,2019,10
A728925,2016-06-10 18:45:00,Stray,Injured,Cat,Unknown,2.0,Domestic Shorthair Mix,dark,2016-06-14 17:38:00,2014-06-10 00:00:00,Unknown,2.0,1.0,2016,6
A771871,2018-05-11 11:37:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2018-05-15 18:38:00,2018-03-11 00:00:00,Neutered Male,0.16666666666666666,0.0,2018,5
A766317,2018-02-06 15:09:00,Stray,Normal,Dog,Intact Female,1.0,Anatol Shepherd Mix,light,2018-02-18 11:24:00,2017-02-06 00:00:00,Spayed Female,1.0,0.0,2018,2
A808882,2019-11-15 14:51:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Shorthair,dark,2019-11-17 11:35:00,2019-09-10 00:00:00,Intact Male,0.16666666666666666,0.0,2019,11
A784761,2018-11-19 18:48:00,Stray,Injured,Cat,Neutered Male,2.0,Domestic Shorthair Mix,dark,2018-11-28 16:49:00,2016-11-19 00:00:00,Neutered Male,2.0,0.0,2018,11
A789321,2019-02-19 13:07:00,Stray,Normal,Dog,Intact Female,1.0,Chihuahua Shorthair Mix,medium,2019-02-24 14:27:00,2018-02-19 00:00:00,Spayed Female,1.0,0.0,2019,2
A801032,2019-07-30 14:52:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair,dark,2019-09-29 15:27:00,2018-07-30 00:00:00,Neutered Male,1.0,0.0,2019,7
A732530,2016-08-09 13:01:00,Stray,Normal,Cat,Unknown,0.019230769230769232,Domestic Shorthair Mix,dark,2016-08-09 14:01:00,2016-08-02 00:00:00,Unknown,0.019230769230769232,0.0,2016,8
A768893,2018-03-26 18:20:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull Mix,light,2018-03-30 00:00:00,2016-03-26 00:00:00,Intact Female,2.0,0.0,2018,3
A705946,2015-06-22 18:36:00,Public Assist,Normal,Dog,Spayed Female,0.08333333333333333,Yorkshire Terrier Mix,dark,2015-06-24 14:03:00,2015-04-27 00:00:00,Spayed Female,0.08333333333333333,0.0,2015,6
A686032,2014-08-15 18:48:00,Wildlife,Normal,Other,Unknown,1.0,Bat Mix,dark,2014-08-16 08:38:00,2013-08-15 00:00:00,Unknown,1.0,1.0,2014,8
A757380,2017-09-01 14:47:00,Public Assist,Normal,Other,Intact Female,2.0,Rabbit Sh Mix,dark,2017-09-19 13:14:00,2015-09-01 00:00:00,Intact Female,2.0,0.0,2017,9
A780127,2018-09-10 11:10:00,Stray,Normal,Dog,Intact Female,0.16666666666666666,Weimaraner/Vizsla,dark,2018-09-11 14:45:00,2018-07-10 00:00:00,Intact Female,0.16666666666666666,0.0,2018,9
A774352,2018-06-13 22:45:00,Stray,Sick,Dog,Intact Female,12.0,Toy Poodle Mix,light,2018-06-21 17:25:00,2006-06-14 00:00:00,Intact Female,12.0,0.0,2018,6
A770483,2018-04-20 12:46:00,Stray,Normal,Cat,Unknown,0.005479452054794521,Domestic Shorthair Mix,dark,2018-04-21 12:47:00,2018-04-18 00:00:00,Unknown,0.00821917808219178,0.0,2018,4
A799764,2019-07-11 13:42:00,Owner Surrender,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,dark,2019-07-20 14:44:00,2019-05-11 00:00:00,Spayed Female,0.16666666666666666,0.0,2019,7
A791040,2019-03-20 16:12:00,Wildlife,Normal,Other,Unknown,3.0,Bat Mix,dark,2019-03-21 09:16:00,2016-03-20 00:00:00,Unknown,3.0,1.0,2019,3
A761710,2017-11-08 11:12:00,Stray,Normal,Dog,Intact Male,0.16666666666666666,Border Collie,dark,2017-11-12 16:44:00,2017-09-04 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,11
A672474,2014-02-10 21:22:00,Stray,Normal,Dog,Intact Male,6.0,Chihuahua Shorthair Mix,light,2014-02-13 17:52:00,2008-02-11 00:00:00,Neutered Male,6.0,0.0,2014,2
A706313,2015-06-27 13:22:00,Stray,Normal,Cat,Intact Male,0.16666666666666666,Domestic Longhair Mix,dark,2015-08-22 13:21:00,2015-04-20 00:00:00,Neutered Male,0.3333333333333333,0.0,2015,6
A685678,2014-08-11 11:04:00,Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair Mix,dark,2014-08-12 09:00:00,2013-08-11 00:00:00,Unknown,1.0,0.0,2014,8
A728397,2016-06-03 15:25:00,Stray,Sick,Cat,Intact Male,0.08333333333333333,Siamese Mix,light,2016-07-08 17:09:00,2016-04-26 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,6
A796554,2019-06-03 07:28:00,Stray,Injured,Cat,Intact Male,0.07692307692307693,Domestic Shorthair,dark,2019-08-23 19:04:00,2019-05-03 00:00:00,Neutered Male,0.25,0.0,2019,6
