AnimalID,DateTime_Intake,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,Result,year,month
A675581,2014-03-29 13:23:00,Owner Surrender,Normal,Dog,Intact Male,0.07692307692307693,Pit Bull Mix,light,2014-04-03 13:22:00,2014-02-23 00:00:00,Intact Male,0.08333333333333333,0.0,2014,3
A784305,2018-11-13 18:19:00,Stray,Normal,Dog,Spayed Female,10.0,Beagle Mix,dark,2018-11-15 17:56:00,2008-11-13 00:00:00,Spayed Female,10.0,0.0,2018,11
A685480,2014-08-08 10:17:00,Owner Surrender,Normal,Cat,Intact Female,0.25,Domestic Shorthair Mix,dark,2014-08-16 13:51:00,2014-04-23 00:00:00,Spayed Female,0.25,0.0,2014,8
A796247,2019-05-30 14:50:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair,dark,2019-06-01 15:16:00,2019-03-30 00:00:00,Intact Female,0.16666666666666666,0.0,2019,5
A679156,2014-07-09 17:14:00,Owner Surrender,Normal,Dog,Spayed Female,0.16666666666666666,Labrador Retriever/German Shepherd,light,2014-07-09 18:45:00,2014-05-05 00:00:00,Spayed Female,0.16666666666666666,0.0,2014,7
A707683,2015-07-16 11:05:00,Stray,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,dark,2015-08-24 19:32:00,2015-06-01 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,7
A678978,2014-05-14 16:23:00,Owner Surrender,Normal,Dog,Neutered Male,4.0,Australian Shepherd Mix,dark,2014-05-25 12:31:00,2010-05-14 00:00:00,Neutered Male,4.0,0.0,2014,5
A687149,2014-09-01 12:48:00,Stray,Feral,Dog,Intact Male,2.0,Blue Lacy Mix,medium,2014-09-06 16:57:00,2012-09-01 00:00:00,Neutered Male,2.0,0.0,2014,9
A752830,2017-06-28 08:19:00,Stray,Injured,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,dark,2017-07-04 16:29:00,2017-04-28 00:00:00,Intact Female,0.16666666666666666,1.0,2017,6
A722810,2016-03-22 16:35:00,Stray,Normal,Dog,Intact Female,4.0,Pit Bull/Labrador Retriever,light,2016-04-25 17:28:00,2012-03-22 00:00:00,Spayed Female,4.0,0.0,2016,3
A785003,2018-11-24 17:01:00,Stray,Normal,Dog,Intact Male,0.25,Staffordshire Mix,dark,2018-12-01 12:22:00,2018-08-09 00:00:00,Intact Male,0.25,0.0,2018,11
A810147,2019-12-07 23:16:00,Stray,Normal,Dog,Intact Female,5.0,German Shepherd,dark,2019-12-31 13:39:00,2014-12-08 00:00:00,Intact Female,5.0,0.0,2019,12
A585277,2018-04-26 15:51:00,Stray,Normal,Dog,Neutered Male,8.0,Finnish Spitz Mix,dark,2018-06-03 18:16:00,2009-09-23 00:00:00,Neutered Male,8.0,0.0,2018,4
A773770,2018-06-05 12:34:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,light,2018-08-11 12:23:00,2018-05-08 00:00:00,Neutered Male,0.25,0.0,2018,6
A735871,2016-09-30 17:02:00,Owner Surrender,Normal,Other,Intact Male,0.75,Guinea Pig Mix,medium,2016-10-06 14:26:00,2015-12-30 00:00:00,Intact Male,0.75,0.0,2016,9
A805826,2019-10-02 12:44:00,Owner Surrender,Normal,Dog,Intact Female,0.9166666666666666,Black Mouth Cur Mix,medium,2019-11-07 14:50:00,2018-10-11 00:00:00,Spayed Female,1.0,0.0,2019,10
A715546,2015-11-05 19:06:00,Owner Surrender,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2015-11-14 14:05:00,2014-11-05 00:00:00,Intact Female,1.0,0.0,2015,11
A787401,2019-01-16 11:16:00,Public Assist,Normal,Dog,Intact Male,6.0,Bullmastiff,dark,2019-01-22 16:02:00,2012-03-15 00:00:00,Intact Male,6.0,0.0,2019,1
A701441,2015-04-29 15:32:00,Stray,Normal,Dog,Intact Female,0.4166666666666667,Labrador Retriever/German Shepherd,dark,2015-05-12 12:02:00,2014-10-29 00:00:00,Spayed Female,0.5,0.0,2015,4
A786321,2018-12-22 10:59:00,Stray,Normal,Dog,Neutered Male,1.0,Plott Hound Mix,dark,2019-01-11 18:49:00,2017-12-22 00:00:00,Neutered Male,1.0,0.0,2018,12
A774223,2018-06-11 19:01:00,Wildlife,Injured,Bird,Unknown,1.0,Finch Mix,dark,2018-06-11 19:09:00,2017-06-11 00:00:00,Unknown,1.0,1.0,2018,6
A794530,2019-05-09 13:57:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair,dark,2019-06-19 12:48:00,2019-04-09 00:00:00,Neutered Male,0.16666666666666666,0.0,2019,5
A683887,2014-07-16 16:13:00,Stray,Normal,Dog,Intact Female,2.0,Pit Bull Mix,dark,2014-10-20 19:15:00,2012-07-16 00:00:00,Spayed Female,2.0,0.0,2014,7
A668511,2013-12-04 18:21:00,Stray,Normal,Dog,Intact Male,1.0,Pit Bull Mix,dark,2014-01-01 11:34:00,2012-12-04 00:00:00,Neutered Male,1.0,0.0,2013,12
A788165,2019-01-27 16:28:00,Stray,Injured,Dog,Intact Female,3.0,Blue Lacy Mix,medium,2019-03-24 13:06:00,2016-01-27 00:00:00,Spayed Female,3.0,0.0,2019,1
A736584,2016-10-13 13:51:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,dark,2016-10-24 16:08:00,2015-10-13 00:00:00,Spayed Female,1.0,0.0,2016,10
A664565,2013-10-05 13:24:00,Stray,Normal,Cat,Intact Male,0.005479452054794521,Domestic Shorthair Mix,dark,2013-10-05 14:17:00,2013-10-03 00:00:00,Intact Male,0.005479452054794521,0.0,2013,10
A729633,2016-12-16 16:13:00,Stray,Normal,Cat,Neutered Male,5.0,Domestic Shorthair Mix,medium,2016-06-22 09:00:00,2010-12-20 00:00:00,Neutered Male,5.0,0.0,2016,12
A673705,2014-02-28 17:57:00,Stray,Normal,Dog,Neutered Male,2.0,Dachshund Wirehair/Pbgv,dark,2014-03-07 17:33:00,2012-02-28 00:00:00,Neutered Male,2.0,0.0,2014,2
A670151,2014-01-02 17:11:00,Stray,Normal,Dog,Spayed Female,1.0,Redbone Hound Mix,dark,2014-02-15 17:55:00,2013-01-02 00:00:00,Spayed Female,1.0,0.0,2014,1
A685868,2014-08-13 18:15:00,Public Assist,Normal,Cat,Spayed Female,0.75,Domestic Shorthair Mix,dark,2014-08-13 19:00:00,2013-10-13 00:00:00,Spayed Female,0.75,0.0,2014,8
A729427,2016-06-18 12:27:00,Stray,Normal,Dog,Intact Female,1.0,Chihuahua Shorthair/Dachshund,light,2016-06-30 11:33:00,2015-06-18 00:00:00,Spayed Female,1.0,0.0,2016,6
A723156,2016-03-27 15:41:00,Wildlife,Injured,Other,Unknown,1.0,Squirrel,dark,2016-03-27 16:45:00,2015-03-27 00:00:00,Unknown,1.0,1.0,2016,3
A782269,2018-10-12 17:22:00,Stray,Normal,Cat,Intact Male,0.07692307692307693,Domestic Shorthair Mix,dark,2019-02-24 17:37:00,2018-09-12 00:00:00,Neutered Male,0.4166666666666667,0.0,2018,10
A727403,2016-05-21 16:28:00,Stray,Normal,Cat,Spayed Female,1.0,Domestic Longhair Mix,dark,2016-06-30 13:54:00,2015-05-21 00:00:00,Spayed Female,1.0,0.0,2016,5
A770919,2018-04-27 11:54:00,Stray,Normal,Dog,Intact Male,1.0,Pbgv Mix,medium,2018-05-01 18:19:00,2017-04-27 00:00:00,Neutered Male,1.0,0.0,2018,4
A738927,2016-11-23 14:57:00,Stray,Normal,Dog,Intact Female,1.0,German Shepherd Mix,medium,2016-11-28 14:17:00,2015-11-23 00:00:00,Intact Female,1.0,0.0,2016,11
A673357,2014-02-22 17:27:00,Wildlife,Sick,Other,Unknown,0.07692307692307693,Raccoon,dark,2014-02-22 17:44:00,2014-01-22 00:00:00,Unknown,0.07692307692307693,1.0,2014,2
A708897,2015-08-02 11:44:00,Owner Surrender,Normal,Cat,Intact Male,0.08333333333333333,Domestic Shorthair Mix,light,2015-08-13 12:43:00,2015-06-02 00:00:00,Neutered Male,0.16666666666666666,0.0,2015,8
A760608,2017-10-20 18:30:00,Stray,Normal,Dog,Intact Male,0.6666666666666666,Alaskan Husky/Labrador Retriever,light,2017-10-30 16:02:00,2017-02-07 00:00:00,Neutered Male,0.6666666666666666,0.0,2017,10
A809162,2019-11-20 11:14:00,Stray,Normal,Dog,Intact Female,3.0,Dachshund/Pug,dark,2019-11-24 18:31:00,2016-11-20 00:00:00,Spayed Female,3.0,0.0,2019,11
A752878,2017-06-28 14:44:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,light,2017-07-17 11:11:00,2017-04-28 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,6
A809941,2019-12-04 14:06:00,Stray,Normal,Dog,Intact Female,5.0,Labrador Retriever,light,2019-12-05 16:06:00,2014-12-05 00:00:00,Intact Female,5.0,0.0,2019,12
A676343,2014-04-08 12:40:00,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair Mix,dark,2014-04-08 13:59:00,2014-03-24 00:00:00,Intact Female,0.038461538461538464,0.0,2014,4
A665185,2013-10-14 18:32:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2013-12-03 15:35:00,2013-09-22 00:00:00,Neutered Male,0.16666666666666666,0.0,2013,10
A691236,2014-11-01 11:14:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,light,2014-11-01 14:31:00,2014-10-10 00:00:00,Intact Female,0.057692307692307696,0.0,2014,11
A782328,2018-10-13 15:32:00,Stray,Normal,Cat,Intact Male,0.057692307692307696,Domestic Shorthair Mix,dark,2018-10-15 15:19:00,2018-09-19 00:00:00,Intact Male,0.057692307692307696,0.0,2018,10
A738616,2016-11-18 13:25:00,Stray,Normal,Dog,Intact Female,0.5,Cairn Terrier Mix,light,2016-11-22 16:51:00,2016-05-18 00:00:00,Spayed Female,0.5,0.0,2016,11
A755913,2017-08-10 18:52:00,Owner Surrender,Normal,Dog,Intact Female,0.16666666666666666,Chihuahua Shorthair Mix,dark,2017-08-12 19:04:00,2017-05-28 00:00:00,Spayed Female,0.16666666666666666,0.0,2017,8
A690582,2014-10-22 17:41:00,Stray,Normal,Cat,Intact Male,0.3333333333333333,Domestic Shorthair Mix,light,2014-10-28 15:34:00,2014-06-22 00:00:00,Neutered Male,0.3333333333333333,0.0,2014,10
A794976,2019-09-26 16:49:00,Owner Surrender,Normal,Dog,Spayed Female,0.5,Chihuahua Shorthair Mix,dark,2019-09-28 13:05:00,2019-03-14 00:00:00,Spayed Female,0.5,0.0,2019,9
A714273,2015-10-20 14:37:00,Stray,Injured,Cat,Spayed Female,3.0,Domestic Shorthair Mix,medium,2015-10-20 14:51:00,2012-10-20 00:00:00,Spayed Female,3.0,1.0,2015,10
A675662,2014-03-31 10:38:00,Stray,Normal,Dog,Intact Male,3.0,Dogo Argentino Mix,light,2014-07-12 11:25:00,2011-03-31 00:00:00,Neutered Male,3.0,0.0,2014,3
A689460,2014-10-04 12:06:00,Stray,Normal,Dog,Intact Male,6.0,Norfolk Terrier Mix,Tricolor,2014-10-08 18:23:00,2007-10-08 00:00:00,Neutered Male,7.0,0.0,2014,10
A696583,2015-02-21 15:17:00,Stray,Normal,Dog,Spayed Female,2.0,Dachshund Mix,dark,2015-03-13 17:50:00,2013-02-07 00:00:00,Spayed Female,2.0,0.0,2015,2
A806983,2019-10-19 11:41:00,Stray,Normal,Cat,Unknown,1.0,Domestic Shorthair,light,2019-10-23 10:39:00,2018-10-19 00:00:00,Unknown,1.0,0.0,2019,10
A666211,2013-10-28 18:30:00,Stray,Normal,Cat,Intact Female,0.08333333333333333,Domestic Shorthair Mix,dark,2013-11-17 18:03:00,2013-08-28 00:00:00,Spayed Female,0.16666666666666666,0.0,2013,10
A787296,2019-01-26 13:07:00,Owner Surrender,Normal,Dog,Neutered Male,0.8333333333333334,Great Pyrenees Mix,light,2019-01-31 14:34:00,2018-03-11 00:00:00,Neutered Male,0.8333333333333334,0.0,2019,1
A732754,2016-08-13 10:51:00,Stray,Normal,Dog,Intact Female,0.3333333333333333,Rat Terrier/Chihuahua Shorthair,light,2016-08-18 12:27:00,2016-04-13 00:00:00,Spayed Female,0.3333333333333333,0.0,2016,8
A733913,2016-08-29 12:09:00,Stray,Normal,Dog,Intact Female,5.0,Labrador Retriever Mix,dark,2016-09-24 15:23:00,2011-08-29 00:00:00,Intact Female,5.0,0.0,2016,8
A721641,2016-03-01 16:56:00,Stray,Normal,Cat,Intact Female,1.0,Domestic Shorthair Mix,medium,2016-06-01 13:54:00,2015-03-01 00:00:00,Spayed Female,1.0,0.0,2016,3
A741076,2016-12-27 17:54:00,Stray,Normal,Cat,Intact Male,0.5,Domestic Medium Hair Mix,light,2017-01-26 18:24:00,2016-06-27 00:00:00,Neutered Male,0.5833333333333334,0.0,2016,12
A769012,2018-03-28 17:48:00,Stray,Normal,Dog,Spayed Female,7.0,Chihuahua Shorthair Mix,medium,2018-04-01 12:36:00,2011-03-29 00:00:00,Spayed Female,7.0,0.0,2018,3
A783743,2018-11-05 13:22:00,Owner Surrender,Normal,Dog,Spayed Female,8.0,Maltese Mix,light,2018-11-07 13:05:00,2010-11-05 00:00:00,Spayed Female,8.0,0.0,2018,11
A797120,2019-06-09 15:09:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Boxer,dark,2019-06-10 17:38:00,2019-04-09 00:00:00,Intact Female,0.16666666666666666,0.0,2019,6
A724594,2016-04-19 15:36:00,Stray,Nursing,Cat,Intact Male,0.005479452054794521,Domestic Shorthair Mix,dark,2016-04-19 17:32:00,2016-04-17 00:00:00,Intact Male,0.005479452054794521,0.0,2016,4
A516260,2015-12-16 14:49:00,Owner Surrender,Normal,Dog,Spayed Female,10.0,Pit Bull Mix,medium,2016-02-12 10:42:00,2005-07-16 00:00:00,Spayed Female,10.0,1.0,2015,12
A763313,2017-12-07 12:46:00,Stray,Normal,Dog,Intact Male,0.08333333333333333,Bernese Mountain Dog Mix,dark,2017-12-12 17:20:00,2017-10-15 00:00:00,Neutered Male,0.08333333333333333,0.0,2017,12
A778106,2018-08-08 16:20:00,Stray,Normal,Cat,Intact Female,0.057692307692307696,Domestic Shorthair Mix,medium,2018-11-14 10:48:00,2018-07-17 00:00:00,Spayed Female,0.25,0.0,2018,8
A762780,2017-11-27 11:10:00,Stray,Normal,Dog,Intact Male,2.0,Chihuahua Shorthair Mix,dark,2017-12-02 14:36:00,2015-11-27 00:00:00,Neutered Male,2.0,0.0,2017,11
A781662,2018-10-03 13:48:00,Owner Surrender,Normal,Dog,Intact Male,0.9166666666666666,German Shepherd Mix,dark,2019-01-03 16:43:00,2017-10-20 00:00:00,Neutered Male,1.0,0.0,2018,10
A740553,2016-12-19 12:44:00,Owner Surrender,Normal,Dog,Intact Male,0.16666666666666666,German Shepherd Mix,dark,2016-12-20 17:30:00,2016-10-04 00:00:00,Neutered Male,0.16666666666666666,0.0,2016,12
A688949,2014-09-26 18:51:00,Stray,Normal,Dog,Intact Male,3.0,Boxer Mix,dark,2014-09-27 11:55:00,2011-09-26 00:00:00,Intact Male,3.0,0.0,2014,9
A781658,2018-10-03 13:07:00,Stray,Normal,Dog,Intact Female,0.5,Labrador Retriever Mix,dark,2018-10-07 17:02:00,2018-04-03 00:00:00,Spayed Female,0.5,0.0,2018,10
A503431,2017-03-29 09:08:00,Owner Surrender,Normal,Dog,Spayed Female,10.0,Norwich Terrier Mix,dark,2017-05-02 00:00:00,2007-03-31 00:00:00,Spayed Female,10.0,0.0,2017,3
A771544,2018-08-10 15:09:00,Owner Surrender,Normal,Cat,Spayed Female,2.0,Domestic Shorthair Mix,medium,2018-08-11 12:08:00,2016-05-06 00:00:00,Spayed Female,2.0,0.0,2018,8
A798475,2019-06-26 13:10:00,Stray,Normal,Cat,Intact Female,0.25,Domestic Shorthair,dark,2019-10-29 18:00:00,2019-03-26 00:00:00,Spayed Female,0.5833333333333334,0.0,2019,6
A809587,2019-11-27 12:09:00,Stray,Normal,Dog,Neutered Male,1.0,Siberian Husky Mix,light,2019-12-02 17:09:00,2018-11-27 00:00:00,Neutered Male,1.0,0.0,2019,11
A764462,2017-12-30 14:14:00,Stray,Normal,Dog,Intact Female,0.08333333333333333,Rat Terrier Mix,dark,2018-01-13 17:13:00,2017-11-15 00:00:00,Spayed Female,0.08333333333333333,0.0,2017,12
A746730,2017-04-08 12:01:00,Stray,Normal,Dog,Intact Male,0.16666666666666666,Australian Cattle Dog Mix,dark,2017-04-12 17:28:00,2017-01-28 00:00:00,Neutered Male,0.16666666666666666,0.0,2017,4
A744776,2017-03-07 12:38:00,Stray,Normal,Cat,Intact Male,1.0,Domestic Shorthair Mix,dark,2017-03-30 00:00:00,2016-03-07 00:00:00,Neutered Male,1.0,0.0,2017,3
A760011,2017-10-11 12:55:00,Stray,Normal,Cat,Intact Male,3.0,Domestic Shorthair Mix,dark,2017-10-15 19:23:00,2014-10-11 00:00:00,Intact Male,3.0,0.0,2017,10
A704490,2015-06-05 14:05:00,Stray,Nursing,Dog,Intact Male,0.08333333333333333,Labrador Retriever/Plott Hound,dark,2015-06-05 16:03:00,2015-04-28 00:00:00,Intact Male,0.08333333333333333,0.0,2015,6
A719587,2016-01-23 11:01:00,Stray,Normal,Dog,Intact Male,0.75,German Shepherd/Border Collie,dark,2016-02-10 13:20:00,2015-03-30 00:00:00,Neutered Male,0.8333333333333334,0.0,2016,1
A722597,2016-03-19 11:51:00,Owner Surrender,Normal,Dog,Neutered Male,13.0,Shih Tzu Mix,dark,2016-03-20 16:12:00,2003-03-19 00:00:00,Neutered Male,13.0,0.0,2016,3
A806005,2019-10-04 18:03:00,Stray,Nursing,Cat,Unknown,0.005479452054794521,Domestic Shorthair,dark,2019-10-04 18:51:00,2019-10-02 00:00:00,Unknown,0.005479452054794521,0.0,2019,10
A800167,2019-07-17 11:50:00,Stray,Normal,Cat,Intact Female,0.038461538461538464,Domestic Shorthair,light,2019-07-17 15:17:00,2019-06-29 00:00:00,Intact Female,0.038461538461538464,0.0,2019,7
